Global Volcanism Program - Volcanoes of the World 4.8.6,,,Basic List of Pleistocene Volcanoes,,Downloaded on 05 Mar 2020 at 10:51 AM,,,,,,,
Volcano Number,Volcano Name,Country,Primary Volcano Type,Activity Evidence,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
284803,Tracey Seamount,United States,Submarine,,,"Japan, Taiwan, Marianas","Izu, Volcano, and Mariana Islands",13.65,144.42,-900,,Subduction zone / Crustal thickness unknown
285062,Shikaribetsu Group,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Hokkaido,43.267,143.1,1401,,Subduction zone / Continental crust (>25 km)
285800,Oshima Maru-yama,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,41.54,140.375,855,,Subduction zone / Continental crust (>25 km)
285801,Hakodate-yama,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,41.757,140.708,333,,Subduction zone / Continental crust (>25 km)
285802,Zenikame,Japan,Submarine,,,"Japan, Taiwan, Marianas",Hokkaido,41.737,140.855,-30,,Subduction zone / Continental crust (>25 km)
285803,E-san Maru-yama,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,41.849,141.097,691,,Subduction zone / Continental crust (>25 km)
285804,Yokotsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,41.935,140.775,1167,,Subduction zone / Continental crust (>25 km)
285805,Nigorikawa,Japan,Caldera,,,"Japan, Taiwan, Marianas",Hokkaido,42.12,140.45,356,,Subduction zone / Continental crust (>25 km)
285806,Okushiri-Katsuma-yama,Japan,Shield,,,"Japan, Taiwan, Marianas",Hokkaido,42.193,139.468,428,,Subduction zone / Continental crust (>25 km)
285807,Kariba,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,42.611,139.944,1520,,Subduction zone / Continental crust (>25 km)
285808,Washibetsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,42.433,141.007,911,,Subduction zone / Continental crust (>25 km)
285809,Raiden,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,42.901,140.473,1212,,Subduction zone / Continental crust (>25 km)
285810,Akaigawa,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.08,140.82,725,,Subduction zone / Continental crust (>25 km)
285811,Shiribetsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,42.767,140.916,1107,,Subduction zone / Continental crust (>25 km)
285812,Orofure-Raiba,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,42.563,141.091,1231,,Subduction zone / Continental crust (>25 km)
285813,Horohoro-Tokushumbetsu,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,42.631,141.146,1322,,Subduction zone / Continental crust (>25 km)
285814,Soranuma,Japan,Shield,,,"Japan, Taiwan, Marianas",Hokkaido,42.863,141.257,1251,,Subduction zone / Continental crust (>25 km)
285815,Sapporo,Japan,Shield,,,"Japan, Taiwan, Marianas",Hokkaido,42.898,141.204,1294,,Subduction zone / Continental crust (>25 km)
285816,Tomuraushi Volcanic Group,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,43.525,142.852,2141,,Subduction zone / Continental crust (>25 km)
285817,Chubetsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.589,142.898,1963,,Subduction zone / Continental crust (>25 km)
285818,Niseikaushuppe,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.777,142.989,1883,,Subduction zone / Continental crust (>25 km)
285819,Tengu-Hirayama,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,43.776,143.016,1796,,Subduction zone / Continental crust (>25 km)
285820,Shiitokoro,Japan,Lava dome,,,"Japan, Taiwan, Marianas",Hokkaido,43.61,143.184,1336,,Subduction zone / Continental crust (>25 km)
285821,Kumaneshiri,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,43.52,143.237,1635,,Subduction zone / Continental crust (>25 km)
285822,Tokachi-Mitsumata,Japan,Caldera,,,"Japan, Taiwan, Marianas",Hokkaido,43.52,143.15,700,,Subduction zone / Continental crust (>25 km)
285823,Tokachi-Eboshi,Japan,Lava dome(s),,,"Japan, Taiwan, Marianas",Hokkaido,43.376,143.133,1291,,Subduction zone / Continental crust (>25 km)
285824,Birao,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,43.498,144.408,554,,Subduction zone / Continental crust (>25 km)
285825,Samakkenupuri,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.681,144.736,1063,,Subduction zone / Continental crust (>25 km)
285826,Musa,Japan,Stratovolcano(es),,,"Japan, Taiwan, Marianas",Hokkaido,43.676,144.886,1006,,Subduction zone / Continental crust (>25 km)
285827,Shari,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.763,144.722,1545,,Subduction zone / Continental crust (>25 km)
285828,Unabetsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.874,144.881,1419,,Subduction zone / Continental crust (>25 km)
285829,Onnebetsu,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,43.991,145.017,1331,,Subduction zone / Continental crust (>25 km)
285830,Shiretoko,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,44.23,145.278,1254,,Subduction zone / Continental crust (>25 km)
285839,Oshima-Ko-jima,Japan,Stratovolcano,,,"Japan, Taiwan, Marianas",Hokkaido,41.355,139.811,282,,Subduction zone / Continental crust (>25 km)
290800,Urbich Caldera,Japan - administered by Russia,Caldera(s),,,Kuril Islands,Kuril Islands,44.584,147.174,907,,Subduction zone / Continental crust (>25 km)
290801,Vetrovoi Isthmus Caldera,Japan - administered by Russia,Caldera,,,Kuril Islands,Kuril Islands,45.22,148.35,264,,Unknown
290802,Tsirk,Japan - administered by Russia,Caldera,,,Kuril Islands,Kuril Islands,45.4,148.58,853,,Unknown
290803,Petr Shmidt Ridge,Russia,Unknown,,,Kuril Islands,Kuril Islands,45.95,150.05,1031,,Unknown
290804,Antipin,Russia,Stratovolcano,,,Kuril Islands,Kuril Islands,46.15,150.23,1120,,Unknown
290805,Gora Desantnaya,Russia,Stratovolcano,,,Kuril Islands,Kuril Islands,46.192,150.369,847,,Unknown
290806,Brontona Island,Russia,Unknown,,,Kuril Islands,Kuril Islands,46.721,150.733,0,,Subduction zone / Intermediate crust (15-25 km)
290807,Ikanmikot,Russia,Stratovolcano,,,Kuril Islands,Kuril Islands,46.964,152.07,614,,Unknown
290808,Kuntomintar,Russia,Stratovolcano,,,Kuril Islands,Kuril Islands,48.75,154.02,828,,Subduction zone / Intermediate crust (15-25 km)
290809,Shestakov,Russia,Stratovolcano,,,Kuril Islands,Kuril Islands,49.75,154.75,0,,Unknown
290810,Avos' Rocks,Russia,Unknown,,,Kuril Islands,Kuril Islands,49.72,154.12,35,,Unknown
290811,Makanru Island,Russia,Stratovolcano,,,Kuril Islands,Kuril Islands,49.785,154.429,1136,,Unknown
300232,Unnamed,Russia,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.92,161.75,0,,Subduction zone / Continental crust (>25 km)
300800,Vysokii,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.116,156.892,708,,Subduction zone / Continental crust (>25 km)
300801,Tumanniy,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.191,156.939,681,,Subduction zone / Continental crust (>25 km)
300802,Ded i Baba,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.3,156.58,1032,,Subduction zone / Continental crust (>25 km)
300803,Tretya Rechka,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.4,156.57,754,,Subduction zone / Continental crust (>25 km)
300804,Koshegochek,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.616,156.809,1142,,Subduction zone / Continental crust (>25 km)
300805,Sredniy Koshegochek,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.663,156.928,1050,,Subduction zone / Continental crust (>25 km)
300806,Unnamed,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.753,157.063,1038,,Subduction zone / Continental crust (>25 km)
300807,Leviy Koshegochek,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.787,156.929,997,,Subduction zone / Continental crust (>25 km)
300808,Kuzheten,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.82,157.22,925,,Subduction zone / Continental crust (>25 km)
300809,Vostochnaya Khodutka,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.93,157.73,0,,Subduction zone / Continental crust (>25 km)
300810,Zheltiy,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.93,157.6,792,,Subduction zone / Continental crust (>25 km)
300811,Kuzanek,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.93,157.18,968,,Subduction zone / Continental crust (>25 km)
300812,Unnamed,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,51.95,157.02,740,,Subduction zone / Continental crust (>25 km)
300813,Igolki,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.02,156.88,707,,Subduction zone / Continental crust (>25 km)
300814,Skalistiy,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.02,157.18,1005,,Subduction zone / Continental crust (>25 km)
300815,Perevalny,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.13,157.78,0,,Subduction zone / Continental crust (>25 km)
300816,Krugliy,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.16,157.64,1052,,Subduction zone / Continental crust (>25 km)
300817,Savan,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.21,157.28,901,,Subduction zone / Continental crust (>25 km)
300818,Malaya Ipelka,Russia,Complex,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.28,156.73,0,,Subduction zone / Continental crust (>25 km)
300819,Kamen,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.287,157.655,850,,Subduction zone / Continental crust (>25 km)
300820,Ploskiy,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.37,157.62,877,,Subduction zone / Continental crust (>25 km)
300821,Udochka,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.5,157.2,891,,Subduction zone / Continental crust (>25 km)
300822,Bolshaya Ipelka,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.63,156.97,1194,,Subduction zone / Continental crust (>25 km)
300823,Tolmachev,Russia,Stratovolcano(es),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.55,157.73,1118,,Subduction zone / Continental crust (>25 km)
300828,Shemodogan,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,52.918,157.72,1446,,Subduction zone / Continental crust (>25 km)
300829,Khalzan-Shapochka,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.12,157.6,0,,Subduction zone / Continental crust (>25 km)
300830,Aak,Russia,Stratovolcano(es),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.38,158.67,2319,,Subduction zone / Continental crust (>25 km)
300831,Kupol,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.5,158.65,0,,Subduction zone / Continental crust (>25 km)
300832,Kitkhoysky,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.584,158.56,1350,,Subduction zone / Continental crust (>25 km)
300833,Vershinsky,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.6,158.7,1812,,Subduction zone / Continental crust (>25 km)
300834,Skalistiy,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.72,159.22,0,,Subduction zone / Continental crust (>25 km)
300835,Pik,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.8,158.87,0,,Subduction zone / Continental crust (>25 km)
300836,Vodorazdelny,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.8,158.8,0,,Subduction zone / Continental crust (>25 km)
300837,Kurgannaya,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.02,158.57,0,,Subduction zone / Continental crust (>25 km)
300838,Kavychinsky,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.13,158.45,0,,Subduction zone / Continental crust (>25 km)
300839,Baraniy,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.25,158.48,0,,Subduction zone / Continental crust (>25 km)
300840,Zhupanovskiye Vostriyaky,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.8,159.28,1684,,Subduction zone / Continental crust (>25 km)
300841,Ditmara,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.87,159.53,1389,,Subduction zone / Continental crust (>25 km)
300842,Krainy,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,53.95,159.33,1199,,Subduction zone / Continental crust (>25 km)
300843,Razlaty,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.02,159.38,0,,Subduction zone / Continental crust (>25 km)
300844,Pribrezhny,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.07,159.77,0,,Subduction zone / Continental crust (>25 km)
300845,Unnamed,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.37,159.43,0,,Subduction zone / Continental crust (>25 km)
300846,Unana,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.63,159.72,2131,,Subduction zone / Continental crust (>25 km)
300847,Adamozhets,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,54.75,159.4,0,,Subduction zone / Continental crust (>25 km)
300848,Bogachensky,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.13,160.9,0,,Subduction zone / Continental crust (>25 km)
300849,Piip,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.319,160.667,2059,,Subduction zone / Continental crust (>25 km)
300850,Konechnaya,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.23,160.97,0,,Subduction zone / Continental crust (>25 km)
300851,Konradi,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.08,160.53,1912,,Subduction zone / Continental crust (>25 km)
300852,Sokol,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.2,160.52,1711,,Subduction zone / Continental crust (>25 km)
300853,Tumrok,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.37,160.87,2197,,Subduction zone / Continental crust (>25 km)
300854,Uspensky,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.53,160.78,1893,,Subduction zone / Continental crust (>25 km)
300855,Shish,Russia,Cone,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.75,161.18,2399,,Unknown
300856,Iult,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.23,160.587,1857,,Subduction zone / Continental crust (>25 km)
300857,Nikolka,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.33,159.95,1591,,Unknown
300859,Zarechny,Russia,Caldera(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.38,160.83,760,,Subduction zone / Continental crust (>25 km)
300860,Kharchinsky,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.425,160.825,1410,,Unknown
300861,Unnamed,Russia,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.53,160.87,200,,Subduction zone / Continental crust (>25 km)
300862,Unnamed,Russia,Lava dome(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.667,161.708,1356,,Subduction zone / Continental crust (>25 km)
300863,Lyzyk,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.23,161.52,0,,Subduction zone / Continental crust (>25 km)
300864,Uchkoren,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.27,161.35,0,,Subduction zone / Continental crust (>25 km)
300865,Nachikinsky,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.83,162.68,1211,,Unknown
300866,Khailyulya,Russia,Unknown,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.03,161.62,0,,Subduction zone / Continental crust (>25 km)
300867,Lauchachan,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.35,157.1,1018,,Subduction zone / Continental crust (>25 km)
300868,Prodolny,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.45,157.25,1505,,Subduction zone / Continental crust (>25 km)
300869,Kobalan,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.43,157.37,1174,,Subduction zone / Continental crust (>25 km)
300870,Tynua,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.85,157.87,1727,,Subduction zone / Continental crust (>25 km)
300871,Etopan,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.97,157.63,1264,,Subduction zone / Continental crust (>25 km)
300872,Kimitina,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.25,158.18,1438,,Subduction zone / Continental crust (>25 km)
300873,Unnamed,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.52,158.43,2140,,Subduction zone / Continental crust (>25 km)
300874,Ochchamo,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.62,158.15,2136,,Subduction zone / Continental crust (>25 km)
300875,Bolshoy Kozyrevsky,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.6,158.52,1672,,Subduction zone / Continental crust (>25 km)
300876,Bolshaya Romanovka,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.73,158.77,1821,,Subduction zone / Continental crust (>25 km)
300877,Unnamed,Russia,Stratovolcano(es),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.88,158.83,1821,,Subduction zone / Continental crust (>25 km)
300878,Bongabti,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.83,158.32,1790,,Subduction zone / Continental crust (>25 km)
300879,Nosichan,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.08,157.75,1105,,Subduction zone / Continental crust (>25 km)
300880,Buduli,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.4,158.7,1477,,Subduction zone / Continental crust (>25 km)
300881,Kopkan,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.48,158.83,1120,,Subduction zone / Continental crust (>25 km)
300882,Yanpat,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.53,158.8,1205,,Subduction zone / Continental crust (>25 km)
300883,Chavycha,Russia,Shield(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.55,158.65,1190,,Subduction zone / Continental crust (>25 km)
300884,Malaya Ketepana,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.68,158.47,1230,,Unknown
300885,Bolshoy Ketepana,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.05,158.37,1521,,Subduction zone / Continental crust (>25 km)
300886,Unnamed,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.97,158.75,0,,Subduction zone / Continental crust (>25 km)
300887,Ovalny,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.98,158.98,732,,Unknown
300888,Tigilsky,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.812,159.111,1362,,Subduction zone / Continental crust (>25 km)
300889,Perevalovyi,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.57,159.35,1328,,Subduction zone / Continental crust (>25 km)
300890,Maly Alney,Russia,Stratovolcano(es),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.47,159.77,1858,,Subduction zone / Continental crust (>25 km)
300891,Maly Chekchebonay,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.8,159.45,1247,,Subduction zone / Continental crust (>25 km)
300892,Bolshoy Chekchebonay,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.92,159.42,1391,,Subduction zone / Continental crust (>25 km)
300893,Kireunsky,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.78,159.75,1925,,Subduction zone / Continental crust (>25 km)
300894,Dvukhyurtochny,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.82,159.88,1631,,Subduction zone / Continental crust (>25 km)
300895,Unnamed,Russia,Lava dome(s),,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.93,159.95,0,,Subduction zone / Continental crust (>25 km)
300896,Kalgauch,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,56.93,159.73,1206,,Subduction zone / Continental crust (>25 km)
300897,Kunkhilok,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.321,160.48,1151,,Subduction zone / Continental crust (>25 km)
300898,Shlen,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.48,159.57,1001,,Subduction zone / Continental crust (>25 km)
300899,Pirozhnikova,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.47,160.25,1665,,Subduction zone / Continental crust (>25 km)
300900,Kamenisty,Russia,Stratovolcano,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.65,160.43,1762,,Subduction zone / Continental crust (>25 km)
300901,Tekletunup,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.75,160.23,1395,,Subduction zone / Continental crust (>25 km)
300902,Ulvaney,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.78,160.62,1445,,Subduction zone / Continental crust (>25 km)
300903,Mutny,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.72,160.37,1345,,Subduction zone / Continental crust (>25 km)
300904,Khuvkhoitun,Russia,Complex,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,57.92,160.65,2618,,Subduction zone / Continental crust (>25 km)
300905,Keveney,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.05,160.73,1887,,Subduction zone / Continental crust (>25 km)
300906,Langtutkin,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,58.23,161.1,1545,,Subduction zone / Continental crust (>25 km)
300908,Kikhiikhylkhangei,Russia,Cone,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,59.25,162.5,0,,Subduction zone / Continental crust (>25 km)
300909,Unnamed,Russia,Shield,,,Kamchatka and Mainland Asia,Kamchatka Peninsula,55.73,157.22,0,,Subduction zone / Continental crust (>25 km)
301801,Anjuisky,Russia,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,Russia (northeastern),67.154,165.82,1560,,Intraplate / Continental crust (>25 km)
301805,Balagan-Tas,Russia,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,Russia (northeastern),65.959,145.893,993,,Intraplate / Continental crust (>25 km)
302800,Dgida Basin,Russia,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,Russia (southeastern),50.52,103.25,1500,,Rift zone / Continental crust (>25 km)
302804,Khamar-Daban,Russia,Volcanic field,,,Kamchatka and Mainland Asia,Russia (southeastern),51.4,102.5,2369,,Rift zone / Continental crust (>25 km)
302805,Khulugayshi,Russia,Explosion crater,,,Kamchatka and Mainland Asia,Russia (southeastern),52,102.5,0,,Rift zone / Continental crust (>25 km)
302806,Unnamed,Russia,Fissure vent,,,Kamchatka and Mainland Asia,Russia (southeastern),51.25,96.5,1300,,Rift zone / Continental crust (>25 km)
303800,Unnamed,Mongolia,Cone,,,Kamchatka and Mainland Asia,Mongolia,51.33,99.33,1922,,Unknown
303801,Orkhon Gol,Mongolia,Volcanic field,,,Kamchatka and Mainland Asia,Mongolia,48.65,103.5,0,,Intraplate / Continental crust (>25 km)
303803,Tabun Urtu-Ula,Mongolia,Unknown,,,Kamchatka and Mainland Asia,Mongolia,44.85,107.63,1167,,Unknown
303804,Khutza-Ula,Mongolia,Unknown,,,Kamchatka and Mainland Asia,Mongolia,42.58,107.5,1162,,Unknown
303805,Unnamed,Mongolia,Volcanic field,,,Kamchatka and Mainland Asia,Mongolia,42.33,105.98,1217,,Unknown
303806,Unnamed,Mongolia,Volcanic field,,,Kamchatka and Mainland Asia,Mongolia,43.4,104.02,1752,,Unknown
303807,Unnamed,Mongolia,Volcanic field,,,Kamchatka and Mainland Asia,Mongolia,44.25,103.53,1527,,Unknown
303808,Durbulzhi-Ula,Mongolia,Unknown,,,Kamchatka and Mainland Asia,Mongolia,42.8,102.08,1445,,Unknown
303809,Ubur-Khangay,Mongolia,Volcanic field,,,Kamchatka and Mainland Asia,Mongolia,44.38,101.98,1640,,Unknown
303810,Khubsugal Region,Mongolia,Volcanic field,,,Kamchatka and Mainland Asia,Mongolia,51,101,0,,Intraplate / Continental crust (>25 km)
303811,Ika-Togo-Ula,Mongolia,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,Mongolia,47.896,103.054,1600,,Unknown
304040,Unnamed,China,Volcanic field,,,Kamchatka and Mainland Asia,China (western),35.85,91.7,5400,,Intraplate / Continental crust (>25 km)
304803,Unnamed,China,Unknown,,,Kamchatka and Mainland Asia,China (western),35.47,82.92,6900,,Intraplate / Continental crust (>25 km)
305801,Jianghui Group,China,Pyroclastic cone,,,Kamchatka and Mainland Asia,China (eastern),31.95,118.95,0,,Unknown
305802,Nushan,China,Cone,,,Kamchatka and Mainland Asia,China (eastern),33.12,118.75,0,,Unknown
305803,Datong-Fengzen,China,Volcanic field,,,Kamchatka and Mainland Asia,China (eastern),40,113.28,1882,,Intraplate / Continental crust (>25 km)
305806,Dalainuoer,China,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,China (eastern),44,115.5,0,,Intraplate / Continental crust (>25 km)
305809,Erkeshan,China,Pyroclastic cone(s),,,Kamchatka and Mainland Asia,China (eastern),48.056,126.261,416,,Intraplate / Continental crust (>25 km)
305831,Unnamed,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),23.3,116.15,0,,Intraplate / Continental crust (>25 km)
305832,Longhai,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),24.5,117.5,0,,Intraplate / Continental crust (>25 km)
305833,Yichuan,China,Volcanic field,,,Kamchatka and Mainland Asia,China (eastern),34,113,0,,Intraplate / Continental crust (>25 km)
305834,Tangy'n,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),35.25,114.5,0,,Intraplate / Continental crust (>25 km)
305835,Huixian,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),36,115.25,0,,Intraplate / Continental crust (>25 km)
305840,Heibei Plain,China,Unknown,,,Kamchatka and Mainland Asia,China (eastern),38,117.5,0,,Intraplate / Continental crust (>25 km)
