Global Volcanism Program - Volcanoes of the World 4.8.6,,,,Downloaded on 05 Mar 2020 at 08:30 AM,
Volcano Number,Volcano Name,Author,Publication Year,Title,Source
341100,"Orizaba, Pico de","Siebe C, Macias J L, Abrams M, Rodriguez S, Castro R",1997,"Catastrophic prehistoric eruptions at Popocatepetl and Quaternary explosive volcanism in the Serdan-Oriental Basin, east-central Mexico","IAVCEI General Assembly, Puerto Vallarta, Mexico, January 19-24, 1997, Fieldtrip Guidebook, Excursion no 4, 88 p"
341100,"Orizaba, Pico de","Zimbelman D R, Watters R J, Firth I R, Breit G N, Carrasco-Nunez G",2004,"Stratovolcano stability assessment methods and results from Citlaltepetl, Mexico","Bull Volcanol, 66: 66-79"
341110,San Martin,"Espindola  J M, Zamora-Camacho A, Godinez M L, Schaaf P, Rodríguez S R",2010,"The 1793 eruption of San Martin Tuxtla volcano, Veracruz, Mexico","J. Volcanol. Geotherm. Res., 197: 188-208"
341110,San Martin,"Mooser F, Meyer-Abich H, McBirney A R",1958,Central America,"Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 6: 1-146"
341110,San Martin,Nelson S A,1990,Volcanic hazards in Mexico--a summary,"Univ Nac Auton Mexico Inst Geol, Rev, 9: 71-81"
341110,San Martin,"Nelson S A, Gonzalez-Caver E",1992,"Geology and K-Ar dating of the Tuxtla volcanic field, Veracruz, Mexico","Bull Volcanol, 55: 85-96"
341110,San Martin,"Nelson S A, Gonzalez-Caver E, Kyser T K",1995,"Constraints on the origin of alkaline and calc-alkaline magmas from the Tuxtla volcanic field, Veracruz, Mexico","Contr Mineral Petr, 122: 191-211"
341110,San Martin,Reinhardt B K,1991,"Volcanology of the younger volcanic sequence and volcanic hazards study of the Tuxtla volcanic field, Veracruz, Mexico","Unpublished Master's thesis, Tulane Univ, 147 p"
341110,San Martin,"Verma S P, Salazar V A, Negendank J F W, Milan M, Navarro L I, Besch T",1993,"Caracteristicas petrograficas y geoquimicas de elementos mayores del Campo Volcanico de los Tuxtlas, Veracruz, Mexico. Translated Title: Petrography and geochemistry of the major elements in Los Tuxtlas volcanic field, Veracruz, Mexico","Geof Internac, 32: 237-248"
341120,"Chichon, El","Armienta M A, De la Cruz-Reyna S",1995,Some hydro-geochemical fluctuations observed in Mexico related to volcanic activity,"Applied Geochem, 10: 215-227"
341120,"Chichon, El","Armienta M A, De la Cruz-Reyna S, Macias J L",2000,"Chemical characteristics of the crater lakes of Popocatepetl, El Chichon, and Nevado de Toluca volcanoes, Mexico","J. Volcanol. Geotherm. Res., 97: 105-125"
341120,"Chichon, El","Casadevall T J, De la Cruz-Reyna S, Rose W I, Bagley S, Finnegan D L, Zoller W H",1984,"Crater Lake and post-eruption hydrothermal activity, El Chichon volcano, Mexico","J. Volcanol. Geotherm. Res., 23: 169-191"
341120,"Chichon, El","De la Cruz-Reyna S, Mena M, Segovia N, Chalot J F, Seidel J L, Monnin M",1985,Radon emanometry in soil gases and activity in ashes from El Chichon volcano,"Pure Applied Geophys, 123: 407-421"
341120,"Chichon, El","Duffield W A, Tilling R I, Canul R",1984,"Geology of El Chichon volcano, Chiapas, Mexico","J. Volcanol. Geotherm. Res., 20: 117-132"
341120,"Chichon, El","Espindola J M, Macias J L, Tilling R I, Sheridan M F",2000,"Volcanic history of El Chichon Volcano (Chiapas, Mexico) during the Holocene, and its impact on human activity","Bull Volcanol, 62: 90-104"
341120,"Chichon, El","Garcia-Palomo A, Macias J L, Espindola J M",2004,"Strike-slip faults and K-alkaline volcanism at El Chichon volcano, southeastern Mexico","J. Volcanol. Geotherm. Res., 136: 247-268"
341120,"Chichon, El","Jimenez Z, Espindola V H, Espindola J M",1999,"Evolution of the seismic activity from the 1982 eruption of El Chichon volcano, Chiapas, Mexico","Bull Volcanol, 61: 411-422"
341120,"Chichon, El","Luhr J F, Kimberly P G, Siebert L, Aranda-Gomez J J, Housh T B, Kysar Mattietti G",2006,Quaternary volcanic rocks: insights from the MEXPET petrological and geochemical database,"In: Siebe S, Macias J-L, Aguirre-Diaz G J (eds) Neogone-Quaternary continental margin volcanism: a perspective from Mexico, {Geol Soc Amer Spec Pap}, 402: 1-44"
341120,"Chichon, El","Macias J L, Capra L, Arce  J L, Espindola J M, Garcia-Palomo A, Sheridan M F",2008,"Hazard map of El Chichon volcano, Chiapas, Mexico: constraints posed by eruptive history and computer simulations","J. Volcanol. Geotherm. Res., 175: 444-458"
341120,"Chichon, El","Macias J L, Espindola J M, Bursik M, Sheridan M F",1998,"Development of lithic-breccias in the 1982 pyroclastic flow deposits of El Chichon Volcano, Mexico","J. Volcanol. Geotherm. Res., 83: 173-196"
341120,"Chichon, El","Macias J L, Espindola J M, Taran Y, Sheridan M F, Garcia A",1997,"Explosive volcanic activity during the last 3,500 years at El Chichon volcano, Mexico","IAVCEI Puerto Vallarta, Mexico Plenary Assembly, Excursion no. 6 Field Guide, p. 1-53"
341120,"Chichon, El","Macias J L, Sheridan M F, Espindola J M",1997,"Reappraisal of the 1982 eruptions of El Chichon volcano, Chiapas, Mexico: new data from proximal deposits","Bull Volcanol, 58: 459-471"
341120,"Chichon, El","McGee J J, Tilling R I, Duffield W A",1987,"Petrologic characteristics of the 1982 and pre-1982 eruptive products of El Chichon Volcano, Chiapas, Mexico","Geof Internac, 26: 85-108"
341120,"Chichon, El","Mooser F, Meyer-Abich H, McBirney A R",1958,Central America,"Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 6: 1-146"
341120,"Chichon, El","Rose W I, Bornhorst T J, Halsor S P, Capaul W A, Plumley P J, De la Cruz-Reyna S, Mena M, Mota R",1984,"Volcan El Chichon, Mexico: pre-1982 S-rich eruptive activity","J. Volcanol. Geotherm. Res., 23: 147-168"
341120,"Chichon, El","Sigurdsson H, Carey S N, Espindola J M",1984,"The 1982 eruptions of El Chichon volcano, Mexico: stratigraphy of pyroclastic deposits","J. Volcanol. Geotherm. Res., 23: 11-38"
341120,"Chichon, El","Taran Y A, Fischer T P, Pokrovsky B, Sano Y, Aurora-Armienta M, Macias J L",1998,"Geochemistry of the volcano-hydrothermal system of El Chichon volcano, Chiapas, Mexico","Bull Volcanol, 59: 436-449"
341120,"Chichon, El","Tilling R I, Rubin M, Sigurdsson H, Carey S, Duffield W A, Rose W I",1984,"Holocene eruptive activity of El Chichon volcano, Chiapas, Mexico","Science, 224: 747-749"
341130,Tacana,"Armienta M A, De la Cruz-Reyna S",1995,Some hydro-geochemical fluctuations observed in Mexico related to volcanic activity,"Applied Geochem, 10: 215-227"
341130,Tacana,Carr M J,1984,Symmetrical and segmented variation of physical and geochemical characterisitics of the Central American volcanic front,"J. Volcanol. Geotherm. Res., 20: 231-252"
341130,Tacana,"Garcia-Palomo A, Macias J L, Arce J L, Mora J C, Hughes S, Saucedo R, Espindola J M, Escober R, Layer P",2006,"Geological evolution of the Tacana volcanic complex, Mexico-Guatemala","In: Rose W I, Bluth G J S, Carr M J, Ewert J W, Patino L C, Vallance J W (eds), Volcanic hazards in Central America, {Geol Soc Amer Spec Pap}, 412: 39-57"
341130,Tacana,"Macias J L, Arce J L, García-Palomo A, Mora J C, Layer P W, Espindola J M",2010,"Late-Pleistocene flank collapse triggered by dome growth at Tacana volcano, Mexico-Guatemala, and its relationship to the regional stress regime","Bull Volcanol, 72: 32-53"
341130,Tacana,"Macias J L, Espindola J M, Garcia-Palomo A, Scott K M, Hughes S, Mora J C",2000,"Late Holocene Pelean-style eruption at Tacana volcano, Mexico and Guatemala: past, present, and future hazards","Geol Soc Amer Bull, 112: 1234-1249"
341130,Tacana,"Mercado R, Rose W I",1992,"Reconocimiento geologico y evaluacion preliminar de peligrosidad del volcan Tacana, Guatemala/Mexico","Geof Internac, 31: 205-237"
341130,Tacana,"Mooser F, Meyer-Abich H, McBirney A R",1958,Central America,"Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 6: 1-146"
341130,Tacana,"Mora J C, Macias J L, Garcia-Palomo A, Arce J L, Espindola J M, Manetti P, Vaselli O, Sanchez J M",2004,"Petrology and geochemistry of the Tacana volcanic complex, Mexico-Guatemala: evidence for the last 40 000 yr of activity","Geof Internac, 43: 331-359"
341130,Tacana,"Rodriquez L A, Watson M W, Rose W I, Branan Y K, Bluth G J S, Chigna G, Matias O, Escobar D, Carn S A, Fischer T P",2004,"SO2 emissions to the atmosphere from active volcanoes in Guatemala and El Salvador, 1999-2002","J. Volcanol. Geotherm. Res., 138: 325-344"
341130,Tacana,"Siebert L, Alvarado G E, Vallance J W, van Wyk de Vries B",2006,Large-volume volcanic edifice failures in Central America and associated hazards,"In: Rose W I, Bluth G J S, Carr M J, Ewert J W, Patino L C, Vallance J W (eds), Volcanic hazards in Central America, {Geol Soc Amer Spec Pap}, 412: 1-26"
341130,Tacana,Smithsonian Institution-SEAN,1975-89,[Monthly event reports],"Bull Scientific Event Alert Network (SEAN), v 1-14"
341130,Tacana,"de Cserna Z, Aranda-Gomez J J, Mitre-Salazar L M",1988,"Mapa fotogeologico preliminar: secciones estructurales y resumen de la historia eruptiva del Volcan Tacana, Mexico y Guatemala","Inst Geofis, Univ Nac Autonoma Mexico, Cartas Geolgicas Mineras no 7"
342020,Tajumulco,Carr M J,1984,Symmetrical and segmented variation of physical and geochemical characterisitics of the Central American volcanic front,"J. Volcanol. Geotherm. Res., 20: 231-252"
342020,Tajumulco,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,"IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior"
342020,Tajumulco,Incer J,1988,Central American volcanic events (1524-1924),"Unpublished manuscript, 52 p"
342020,Tajumulco,"Mooser F, Meyer-Abich H, McBirney A R",1958,Central America,"Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 6: 1-146"
342020,Tajumulco,Sapper K,1925,The Volcanoes of Central America,"Halle: Verlag Max Niemeyer, 144 p"
342030,Santa Maria,"Anderson S W, Fink J H, Rose W I",1995,Mount St. Helens and Santiaguito lava domes; the effect of short-term eruption rate on surface texture and degassing processes,"J. Volcanol. Geotherm. Res., 69: 105-116"
342030,Santa Maria,"Bluth G J S, Rose W I",2004,"Observations of eruptive activity at Santiaguito volcano, Guatemala","J. Volcanol. Geotherm. Res., 136: 297-302"
342030,Santa Maria,"Conway F M, Diehl J F, Rose W I, Matias O",1994,"Age and magma flux of Santa Maria volcano, Guatemala; correlation of paleomagnetic waveforms with the 28,000 to 25,000 yr B.P. Mono Lake excursion","J Geol, 102: 11-24"
342030,Santa Maria,"Harris A J L, Flynn L P, Matias O, Rose W I, Cornejo J",2004,The evolution of an active silicic lava flow field: an ETM+ perspective,"J. Volcanol. Geotherm. Res., 135: 147-168"
342030,Santa Maria,"Harris A J L, Rose W I, Flynn L P",2003,Temporal trends in lava dome extrusion at Santiaguito 1922-2000,"Bull Volcanol, 65: 77-89"
342030,Santa Maria,"Harris A J L, Vallance J W, Kimberly P, Rose W I, Matias O, Bunzendahl E, Flynn L P, Garbeil H",2006,"Downstream aggradation owing to lava dome extrusion and rainfall runoff at Volcan Santiaguito, Guatemala","In: Rose W I, Bluth G J S, Carr M J, Ewert J W, Patino L C, Vallance J W (eds), Volcanic hazards in Central America, {Geol Soc Amer Spec Pap}, 412: 85-104"
342030,Santa Maria,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,"IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior"
342030,Santa Maria,"Mooser F, Meyer-Abich H, McBirney A R",1958,Central America,"Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 6: 1-146"
342030,Santa Maria,"Rodriquez L A, Watson M W, Rose W I, Branan Y K, Bluth G J S, Chigna G, Matias O, Escobar D, Carn S A, Fischer T P",2004,"SO2 emissions to the atmosphere from active volcanoes in Guatemala and El Salvador, 1999-2002","J. Volcanol. Geotherm. Res., 138: 325-344"
342030,Santa Maria,Rose W I,1972,"Notes on the 1902 eruption of Santa Maria volcano, Guatemala","Bull Volcanol, 36: 29-45"
342030,Santa Maria,Rose W I,1973,"Pattern and mechanism of volcanic activity at the Santiaguito volcanic dome, Guatemala","Bull Volcanol, 37: 73-94"
342030,Santa Maria,Rose W I,1987,"Santa Maria, Guatemala: biomodal soda-rich calc-alkalic stratovolcano","J. Volcanol. Geotherm. Res., 33: 109-129"
342030,Santa Maria,Rose W I,1987,"Volcanic activity at Santiaguito volcano, 1976-1984","Geol Soc Amer Spec Pap, 212: 17-27"
342030,Santa Maria,"Rose W I Jr, Grant N K, Hahn G A, Lange I M, Powell J L, Easter J, Degraff J M",1977,"The evolution of Santa Maria Volcano, Guatemala","J Geol, 85: 63-87"
342030,Santa Maria,"Rose W I, Mercado R, Matias O, Giron J",1989,"Evaluation de riesgos del domo de Santiaguito, Guatemala (informe preliminar)","INSIVUMEH, Guatemala, 21 p"
342040,Almolonga,"Adams M C, Mink L L, Moore J N, White L D, Caicedo A A",1990,"Geochemistry and hydrology of the Zunil geothermal system, Guatemala","Trans Geotherm Resour Council, 14(1-2): 837-844"
342040,Almolonga,"Conway F M, Vallance J W, Rose W I, Johns G W, Paniagua S",1992,"Cerro Quemado, Guatemala: the volcanic history and hazards of an exogenous volcanic dome complex","J. Volcanol. Geotherm. Res., 52: 303-323"
342040,Almolonga,"Flynn T, Goff F, Van Eeckhout E, Goff S, Ballinger J, Suyama J",1991,"Catastrophic landslide at Zunil I geothermal field, Guatemala","Bull Geotherm Resour Council, 15: 425-433"
342040,Almolonga,Gall F,1966,Cerro Quemado Volcan de Quezaltenango,"Guatemala: Ministerio De Educacion, 115 p"
342040,Almolonga,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,"IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior"
342040,Almolonga,"Lima Lobato E M, Palma J, Roldan Manzo A R",2003,"Geothermal Guatemala. Past, present, and future development of geothermal energy in Guatemala","Bull Geotherm Resour Council, 32: 117-121"
342040,Almolonga,"Mooser F, Meyer-Abich H, McBirney A R",1958,Central America,"Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 6: 1-146"
342040,Almolonga,Newhall C G,1987,"Geology of the Lake Atitlan region, western Guatemala","J. Volcanol. Geotherm. Res., 33: 23-55"
342040,Almolonga,Rose W I,1987,"Santa Maria, Guatemala: biomodal soda-rich calc-alkalic stratovolcano","J. Volcanol. Geotherm. Res., 33: 109-129"
342040,Almolonga,Sapper K,1925,The Volcanoes of Central America,"Halle: Verlag Max Niemeyer, 144 p"
342040,Almolonga,"Siebert L, Alvarado G E, Vallance J W, van Wyk de Vries B",2006,Large-volume volcanic edifice failures in Central America and associated hazards,"In: Rose W I, Bluth G J S, Carr M J, Ewert J W, Patino L C, Vallance J W (eds), Volcanic hazards in Central America, {Geol Soc Amer Spec Pap}, 412: 1-26"
342040,Almolonga,"Vallance J W, Siebert L, Rose W I, Giron J R, Banks N G",1995,Edifice collapse and related hazards in Guatemala,"J. Volcanol. Geotherm. Res., 66: 337-355"
342060,Atitlan,Carr M J,1984,Symmetrical and segmented variation of physical and geochemical characterisitics of the Central American volcanic front,"J. Volcanol. Geotherm. Res., 20: 231-252"
342060,Atitlan,"Haapala J M, Escobar Wolf R, Vallance J W, Rose W I, Griswold J P, Schilling S P, Ewert J W, Mota M",2006,"Volcanic hazards at Atitlan volcano, Guatemala","U S Geol Surv Open-File Rpt, 2005-1403"
342060,Atitlan,"Halsor S, Rose W I",1991,"Mineralogical relations and magma mixing in calc-alkaline andesites from Lake Atitlan, Guatemala","Mineral Petr, 45: 47-67"
342060,Atitlan,IAVCEI,1973-80,Post-Miocene Volcanoes of the World,"IAVCEI Data Sheets, Rome: Internatl Assoc Volc Chemistry Earth's Interior"
342060,Atitlan,"Kutterolf S, Freundt A, Perez W",2008,Pacific offshore record of plinian arc volcanism in Central America: 2. Tephra volumes and eruptive masses,"Geochem. Geophys. Geosyst., 8: Q02S02"
342060,Atitlan,"Mooser F, Meyer-Abich H, McBirney A R",1958,Central America,"Catalog of Active Volcanoes of the World and Solfatara Fields, Rome: IAVCEI, 6: 1-146"
342060,Atitlan,Newhall C G,1987,"Geology of the Lake Atitlan region, western Guatemala","J. Volcanol. Geotherm. Res., 33: 23-55"
342060,Atitlan,"Penfield G T, Rose W I, Halsor S",1986,Geology of the Lake Atitlan volcanoes,"Geol Soc Amer Map and Chart Ser, 55 1:49,212 scale map"
342060,Atitlan,"Rose W I, Conway F M, Pullinger C R, Deino A, MacIntosh W C, Svitil K A",1999,An improved age framework for late Quaternary silicic eruptions in northern Central America,"Bull Volcanol, 61: 106-120"
342060,Atitlan,"Rose W I, Penfield G T, Drexler J W, Larson P B",1980,"Geochemistry of the andesite flank lavas of three composite cones within the Atitlan Cauldron, Guatemala","Bull Volcanol, 43: 131-154"
342060,Atitlan,Sapper K,1925,The Volcanoes of Central America,"Halle: Verlag Max Niemeyer, 144 p"
342060,Atitlan,"Siebert L, Alvarado G E, Vallance J W, van Wyk de Vries B",2006,Large-volume volcanic edifice failures in Central America and associated hazards,"In: Rose W I, Bluth G J S, Carr M J, Ewert J W, Patino L C, Vallance J W (eds), Volcanic hazards in Central America, {Geol Soc Amer Spec Pap}, 412: 1-26"
342060,Atitlan,"Woodruff L G, Rose W I Jr, Rigot W",1979,Contrasting fractionation patterns for sequential magmas from two calc-alkaline volcanoes in Central America,"J. Volcanol. Geotherm. Res., 6: 217-240"
342080,Acatenango,Basset T,1996,Histoire eruptive et evaluation des aleas du volcan Acatenango (Guatemala),"Terre & Environnement, Univ Geneve, 3: 1-305"
342080,Acatenango,Carr M J,1984,Symmetrical and segmented variation of physical and geochemical characterisitics of the Central American volcanic front,"J. Volcanol. Geotherm. Res., 20: 231-252"
342080,Acatenango,"Chesner C A, Halsor S P",2006,"The Escuintla and La Democracia debris avalanche deposits, Guatemala: constraining their sources","In: Rose W I, Bluth G J S, Carr M J, Ewert J W, Patino L C, Vallance J W (eds), Volcanic hazards in Central America, {Geol Soc Amer Spec Pap}, 412: 105-120"
